id,sentence,num_aspect_terms,aspect_term,at_polarity,intensty_class
32894966#1727613#7,They have a very good chicken with avocado and good tuna as well.,2,"['chicken with avocado', 'tuna']","['positive', 'positive']","[2, 1]"
32894966#1727613#11,It's the kind of place I like to support!,0,[],[],
11558693#1436895#4,But the meals were terrible.,1,['meals'],['negative'],[-3]
11558693#1436895#6,My chicken was completely dried out and on the cold side and the sauce was not very flavorful.,2,"['chicken', 'sauce']","['negative', 'negative']","[-2, -1]"
12037822#470071#0,Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful?,1,['Malted Milk Ball Gelato'],['positive'],[3]
36216551#1233442#0,just walk by the window and see all the unbiased positive reviews in all the major nyc publications.,0,[],[],
11558693#1436895#9,Way too much money for such a terrible meal.,1,['meal'],['negative'],[-3]
35708055#673129#6,Would not recommend anyone to go.,0,[],[],
35700731#1595671#2,"However, the service is absolutely horrible.",1,['service'],['negative'],[-3]
11350033#1264371#4,A con was the slow bar service.,1,['bar service'],['negative'],[-1]
35158410#1207085#5,Dessert was also to die for!,1,['Dessert'],['positive'],[3]
11660930#655010#6,"BTW, the service is very good .",1,['service'],['positive'],[2]
11567247#1415594#4,We loved it and will go back!,0,[],[],
35695422#1464305#4,I came again weeks later with my boyfriend and again had a very nice experience.,0,[],[],
12036269#580745#8,It's eaten with black vinegar and shredded ginger.,2,"['black vinegar', 'shredded ginger']","['neutral', 'neutral']","[0, 0]"
11350390#802808#2,"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.",4,"['lighting', 'food', 'disco pop duo', 'escargot']","['negative', 'negative', 'negative', 'negative']","[-2, -1, -1, -2]"
33068517#482841#4,We'll definitly be back again!,0,[],[],
11359618#788741#1,This is the best Italian restaurant in the city.,0,[],[],
11359619#487952#4,it is a cozy place to go with a couple of friends.,1,['place'],['positive'],[2]
11565268#560107#1,"The service is always great, and the owner walks around to make sure you enjoy.",2,"['service', 'owner']","['positive', 'positive']","[2, 2]"
11351628#404492#5,because the waiters need SEVERE ATTITUE ADJUSTMENTS.,1,['waiters'],['negative'],[-3]
35160930#774531#2,"There are numerous shavue restaurants in LA, but few out here.",0,[],[],
33068909#1189415#6,Horrible experience - stay away!,0,[],[],
32926987#668438#3,"If this restaurant was in Manhattan, I would definitely go more often.",0,[],[],
11359791#791967#1,the food is delicious and highly recommended.,1,['food'],['positive'],[3]
11359790#823900#2,"When it came time to take the order the waiter gave us a hard time, walked away then came back with a paper and pen for us to write down what we wanted...excuse me but isn't that his job???",1,['waiter'],['negative'],[-2]
11350269#481079#1,One of my Fav spots in the city.,0,[],[],
11351819#985076#4,"Over priced, overrated....stay away!",0,[],[],
11351819#985076#0,Do not go to this restaurant.,0,[],[],
32894267#698671#2,"since i was in the neighborhood, we made sure to give this a try.",0,[],[],
11565268#560107#2,All I can say is they are fantastic.,0,[],[],
11351628#404492#2,Dieters stick to salads or indulge in vegetarian platters.,2,"['salads', 'vegetarian platters']","['positive', 'positive']","[1, 1]"
32935729#785247#10,So for a filling and healthy meal give it a go.,1,['meal'],['positive'],[2]
33068909#1189415#7,I can't imagine how much worse it would have been if we'd gone at a prime time!,0,[],[],
33066089#490193#0,I have dined at Mammino several times now and each time it gets bettter.,0,[],[],
33066089#490193#4,Definitely something to come down and check out.,0,[],[],
11359727#487554#3,"Since I cook for a living, I'm very fussy about the food I eat in restaurants.",1,['food'],['neutral'],[0]
11639814#570590#2,The service was outstanding.,1,['service'],['positive'],[1]
11432842#416795#0,I went for restaurant week.,0,[],[],
11350141#1745557#0,My friends and I stop here for pizza before hitting the Kips Bay movie theater.,1,['pizza'],['neutral'],[0]
11350141#1745557#1,We always enjoy the pizza.,1,['pizza'],['positive'],[2]
11350141#1745557#4,The service is pretty good.,1,['service'],['positive'],[1]
35693216#1233439#0,I went there with a few friends and will return.,0,[],[],
32944693#1193404#0,This place has been around for a few years.,0,[],[],
11432442#650772#0,"Yum, the chicken is great here.",1,['chicken'],['positive'],[2]
36244423#1058258#3,I highly recommend this restaurant!!,0,[],[],
11559272#409013#1,You will find everything about Trio to your liking!,0,[],[],
11538980#453602#0,This place was the worst.,0,[],[],
32891589#573560#0,I ordered from here last week.,0,[],[],
32938222#1552119#0,"This is a nice sushi restaurant in Brooklyn that's located on 86 street, right underneath the train station.",0,[],[],
32406302#615620#1,"The food here was great, a treat from beginning to end.",1,['food'],['positive'],[2]
11484031#1129679#1,The host (owner) and servers are personable and caring.,2,"['host (owner)', 'servers']","['positive', 'positive']","[2, 2]"
32882616#562969#0,I decided to try out this place after hearing about it in many magazines.,0,[],[],
11351561#744321#0,"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess.",3,"['food', 'atmosphere', 'hostess']","['positive', 'positive', 'positive']","[2, 2, 3]"
33070461#1496736#7,Having moved I truly miss this place.,0,[],[],
33068635#1533725#2,The food is very good and the service is great.,2,"['food', 'service']","['positive', 'positive']","[2, 2]"
11313316#1234433#1,I usually get one the Vietnamese Beef Noodle Soup.,1,['Vietnamese Beef Noodle Soup'],['neutral'],[0]
33069925#747092#5,"SUM IT: local investment bankers like it, try for yourself at least once.",0,[],[],
11359797#469087#1,I started going to dosa hut more after that.,0,[],[],
11661949#1709112#5,We were wondering why they were there to make our dining experience miserable?,1,['dining experience'],['negative'],[-2]
11351354#412616#2,"Too bad, has a lot of potential.",0,[],[],
33069536#707145#0,"This place has the best Indian food in New York, hands down.",1,['Indian food'],['positive'],[3]
33069536#707145#1,The waiters are very friendly and helpful and if you frequent they will remember you.,1,['waiters'],['positive'],[2]
35693081#540596#0,Intimate but charming interior with extremely friendly and attentive service.,2,"['interior', 'service']","['positive', 'positive']","[1, 2]"
35393632#1591698#4,The food was as creative as the decor and both worked.,2,"['food', 'decor']","['positive', 'positive']","[2, 2]"
33009300#626261#0,Siam Square is fairly new to the neighborhood and I think in time will gain the recognition it deserves.,0,[],[],
33009300#626261#2,My first experience at Siam Square was very pleasant.,0,[],[],
33009300#626261#4,I have gone back to Siam Square many times since and everytime I am very satisfied overall.,0,[],[],
33009300#626261#5,"The menu is great, with a good selection, and everything that I have tried is absolutely delicious.",2,"['menu', 'selection']","['positive', 'positive']","[2, 1]"
35393630#1095759#0,We had our Christmas party at Dos Caminos and it was wonderful.,0,[],[],
11350539#680470#1,My personal favorite is Nick and Joe's.,0,[],[],
11350539#680470#3,The sauce is zesty and flavorful and the crust is nice and crispy.,2,"['sauce', 'crust']","['positive', 'positive']","[2, 2]"
33059931#926509#0,This place has the best sushi in the city.,1,['sushi'],['positive'],[3]
33059931#926509#1,They have an excellent selection (the rolls with crab are really great).,2,"['selection', 'rolls with crab']","['positive', 'positive']","[3, 2]"
11349871#518230#2,"Everyone who works there (the host, the bartender, the servers) is so helpful.",3,"['host', 'bartender', 'servers']","['positive', 'positive', 'positive']","[2, 2, 2]"
11349871#518230#3,And the food is fantastic.,1,['food'],['positive'],[3]
11349871#518230#4,Favourites include: potato spinach gnocchi and the lamb.,2,"['potato spinach gnocchi', 'lamb']","['positive', 'positive']","[2, 2, 2]"
32935583#854234#2,Another great thing about Glechik-everything is very cheap!,0,[],[],
33071731#1007204#0,"Unfortunately, we chose this spot for lunch as we had done a lot of walking and ended up at the South St Seaport.",1,['lunch'],['neutral'],[0]
32889544#0#3,But regulars know that the sandwiches are the real star here.,1,['sandwiches'],['positive'],[3]
11351753#0#4,The skillfully chosen Portuguese cheese cart paired with quality port provides the perfect Iberian ending.,2,"['port', 'Portuguese cheese cart']","['positive', 'positive']","[1, 1]"
35084984#412657#1,My friend had a burger and I had these wonderful blueberry pancakes.,2,"['burger', 'blueberry pancakes']","['neutral', 'positive']","[0, 3]"
35084984#412657#2,We were so happy with our food and were even more thrilled when we saw the bill.,2,"['food', 'bill']","['positive', 'positive']","[2, 3]"
35084984#412657#3,I would definitely come back to this restaurant.,0,[],[],
15087705#871249#5,The place just isn't ready for prime time.,0,[],[],
33064221#427885#3,"All toppings are so fresh you'd think they had their own vegetable garden and the crust is so perfect, that one actually thinks of how it was made.",2,"['toppings', 'crust']","['positive', 'positive']","[3, 1]"
11548230#560890#0,Quartino is my favoriate resturant in NYC.,0,[],[],
11548230#560890#2,We've always gotten amazing service and we love the food.,2,"['service', 'food']","['positive', 'positive']","[2, 2]"
35700989#574718#1,"The waitstaff is solicitous and friendly and always seems glad to see us, and the food is wonderful, if not stunningly creative.",2,"['waitstaff', 'food']","['positive', 'positive']","[3, 3]"
35700989#574718#2,I'm in love with the lobster ravioli!,1,['lobster ravioli'],['positive'],[2]
33070600#670328#1,My order is on my table even on a busy friday night within 10 minutes (at the most) of hanging up the phone.,0,[],[],
11639814#570590#0,We came across this restaurant by accident while at a DUMBO art festival and thoroughly enjoyed our meal.,1,['meal'],['positive'],[1]
11359618#788741#2,"Service is excellent, no wait, and you get a lot for the price.",3,"['Service', 'price', 'wait']","['positive', 'positive', 'positive']","[3, 2, 1]"
12036269#580745#3,I thought the food isn't cheap at all compared to Chinatown.,1,['food'],['negative'],[-2]
32896473#439063#1,And you never get the feeling that you need to leave.,0,[],[],
33070601#438491#0,Coffee is a better deal than overpriced Cosi sandwiches.,2,"['coffee', 'Cosi sandwiches']","['positive', 'negative']","[1, -1]"
11661949#1709112#3,We didn't know if we should order a drink or leave?,1,['drink'],['neutral'],[0]
32894791#1611374#2,great neighbhorhood spot.,0,[],[],
34109476#402765#0,Bobb V's is a great place to take your Friends and Family!,0,[],[],
35693081#540596#3,"It's not the best Japanese restaurant in the East Village, but it's a pretty solid one for its modest prices, and worth repeat visits.",1,['prices'],['positive'],[1]
32944714#1559783#1,The food is so good and so popular that waiting can really be a nightmare.,2,"['food', 'waiting']","['positive', 'negative']","[1, -1]"
14336883#1094817#5,"Here's the thing, you're in the best city in the world for restaurants.",0,[],[],
14336883#1094817#6,Go spend your money somewhere that really wows you.,0,[],[],
33059678#631861#2,"The crowd was older and the restaurant is very cramped, but it has old school charm.",0,[],[],
32894966#1727613#1,This is a real gem of a place.,0,[],[],
32894966#1727613#9,I think this a a wonderful place.,0,[],[],
11558693#1436895#1,First walking in the place seemed to have great ambience.,2,"['place', 'ambience']","['positive', 'positive']","[1, 2]"
35700731#1595671#0,I went to Kitchenette this weekend for brunch.,1,['brunch'],['neutral'],[0]
32894963#1707639#0,"This place doesn't get the publicity that Sylvias Soul Food restaurant does, but it should.",0,[],[],
14336883#1094817#7,Just because P Diddy had a party at Butter doesn't mean we should be automatically impressed.,0,[],[],
35819603#1613701#3,Even for two very hungry people there is plenty of food left to be taken home (it reheats really well also).,1,['food'],['positive'],[1]
11350539#680470#8,"Like I said, Nick and Joe's may not be everyone's favorite, but it's mine.",0,[],[],
35393632#1591698#6,The help was extremely nice and did not rush us.,0,[],[],
35714274#1076679#4,"Then they somehow made a dry and burnt crust, around a raw and cold inside.",1,['crust'],['negative'],[-2]
11351664#1238806#4,"It's just good food, nothing more and that's all we want!",1,['food'],['positive'],[1]
33070286#1133164#7,DON'T KNOW WHAT THE OTHERS ON THE BLOCK WERE LIKE BUT WE WERE PLEASED WITH OUR CHOICE.,0,[],[],
32936760#1397861#9,Average cake thats been courted by a LOT of hype.,1,['cake'],['negative'],[-3]
11349654#424016#1,It's cute and simple and I loved it.,0,[],[],
33068517#482841#0,My wife and I recently visited the bistro for dinner and had a wonderful experience.,1,['dinner'],['neutral'],[0]
11351400#495795#1,THE SERVICE IS PERFECT TOO  NOTHING WRONG IN THIS ITALIAN/FRENCH RESTAURANT,1,['SERVICE'],['positive'],[1]
11313431#524365#0,My fiance and I recently wanted to see the city and deceided to take a dinner cruise.,0,[],[],
11546184#1465600#1,The $72 Delmonico steak had to be sent back because it was not cooked to order.,1,['Delmonico steak'],['negative'],[-1]
11482070#503858#1,Everytime I go there I can't pick anything to eat and not because the menu is filled with great things to eat.,1,['menu'],['negative'],[-2]
11349922#547169#3,Half a chicken with a mountain of rice and beans for $6.25.,3,"['rice', 'beans', 'chicken']","['neutral', 'neutral', 'neutral']","[0, 0, 0]"
32894483#1088884#0,"The service is really fast and friendly, and the value is great.",2,"['service', 'value']","['positive', 'positive']","[2, 2]"
32944674#542988#0,We were very impressed with the food and value.,2,"['food', 'value']","['positive', 'positive']","[2, 2]"
32944674#542988#2,You must try the garlic soup!,1,['garlic soup'],['positive'],[2]
32896492#738746#0,"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive.",4,"['falafel', 'tabouleh', 'humus', 'Mediterranean delights']","['positive', 'positive', 'positive', 'positive']","[2, 1, 1, 1]"
11313290#1139539#0,"Even after a few bad evenings at Bardolino, I keep coming back.",0,[],[],
33069847#1306433#1,"The pizza's are made fresh, crispy, and ready to serve.",1,['pizza's'],['positive'],[3]
32893609#708406#3,"There are many french bistros in the midtown area, and I wholheartedly recommend this one.",0,[],[],
35709451#1061726#1,Staff is accomodating make sure you are satified.,1,['Staff'],['positive'],[3]
11359727#487554#4,Chef Waldy's always measures up.,1,['Chef'],['positive'],[1]
35709337#1579632#5,This diamond in the ruff is definitely worth my 10-minute walk from the 6 train.,0,[],[],
11350660#564640#0,"Being a vegan myself, I've made a point of trying all the vegan restaurants in Manhattan--and Zen Palate is easily my favorite.",0,[],[],
35819603#1613701#0,Don Pedro's is one of my favorite restaurants.,0,[],[],
33059931#926509#2,Reasonably priced with very fresh sushi.,2,"['sushi', 'priced']","['positive', 'positive']","[2, 1]"
35819603#1613701#2,Go for the Seafood Paella for two.,1,['Seafood Paella for two'],['positive'],[2]
35819603#1613701#4,All of the apetizers are good and the Sangria is very good.,2,"['apetizers', 'Sangria']","['positive', 'positive']","[1, 2]"
13383936#420974#0,Cantinetta is a real treasure in a see of mediocre Italian restaurants.,0,[],[],
11558693#1436895#7,"The one positive thing I can say is that the service was prompt, we got seated right away and the server was very friendly.",2,"['service', 'server']","['positive', 'positive']","[1, 2]"
33009300#626261#3,The staff greeted me warmly at the door and I was seated promptly and the food was excellent.,2,"['staff', 'food']","['positive', 'positive']","[2, 3]"
11350539#680470#0,Whether one pizza place is better than another is often very subjective.,0,[],[],
35819603#1613701#5,Really nice restaurant to go with a group or on a date.,0,[],[],
35819603#1613701#6,Service is usually pretty good.,1,['Service'],['positive'],[1]
35708055#673129#4,Host and Hostess was quite rude.,2,"['Host', 'Hostess']","['negative', 'negative']","[-1, -1]"
35708055#673129#7,You will not be missing anything.,0,[],[],
32878835#503761#0,I discovered Applebees when I went away to college in VA.,0,[],[],
11351453#683961#0,"the wait staff is very friendly, if your not rude or picky.......our meal at Leon last weekend was great -.",2,"['wait staff', 'meal']","['positive', 'positive']","[2, 2]"
11351453#683961#1,I recommend any of their salmon dishes......,1,['salmon dishes'],['positive'],[2]
11351451#805713#1,The foie gras was sweet and luscious.,1,['foie gras'],['positive'],[2]
11351324#0#2,"The menu, which changes seasonally, shows both regional and international influences.",1,['menu'],['neutral'],[0]
11624981#549489#5,but their mac cheese was YUMMY!,1,['mac cheese'],['positive'],[1]
11624981#549489#6,their brunch menu had something for everyone.,1,['brunch menu'],['positive'],[2]
11624981#549489#7,jazz singer had a nice voice + she made us all get up to dance to shake some cals to eat some more.,1,['jazz singer'],['positive'],[3]
15069510#648179#0,"I often find myself with time to kill in Times Square, which is a shame since I don't love this area.",0,[],[],
15069510#648179#2,They have very quick service which is great when you don't have much time.,1,['service'],['positive'],[2]
15069510#648179#3,"The food is average: breakfast food, soups, salads, sandwiches, etc.",5,"['food', 'breakfast food', 'soups', 'salads', 'sandwiches']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[0, 0, 0, 0, 0]"
11519527#1541586#1,I WAS HIGHLY DISAPPOINTED BY THE FOOD.,1,['FOOD'],['negative'],[-3]
11519527#1541586#3,"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE.",3,"['BANANA PUDDING', 'CRABCAKES', 'MAC AND CHEESE']","['negative', 'negative', 'negative']","[-2, -2, -1]"
35759841#1360876#1,"The staff is arrogant, the prices are way high for Brooklyn.",2,"['staff', 'prices']","['negative', 'negative']","[-1, -2]"
35759841#1360876#0,This place is average... at best.,0,[],[],
11639667#1085238#2,the service is prompt friendly.,1,['service'],['positive'],[2]
11639667#1085238#6,Whatever the reason it is definitely the place to be.,0,[],[],
32464595#574909#0,This is literally a hot spot when it comes to the food.,1,['food'],['positive'],[2]
32892297#645108#0,The downstairs bar scene is very cool and chill...,1,['downstairs bar scene'],['positive'],[2]
32892297#645108#1,"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",3,"['food', 'price', 'drinks']","['positive', 'negative', 'neutral']","[2, -1, 0]"
32950061#1264345#0,I've come here for casual lunches as well as for a friend's birthday and I always enjoy myself.,1,['casual lunches'],['neutral'],[0]
35393630#1095759#2,If you are a Tequila fan you will not be disappointed.,1,['Tequila'],['positive'],[1]
11660930#655010#5,"Great beer selection too, something like 50 beers.",2,"['beer selection', 'beers']","['positive', 'neutral']","[1, 0]"
35695422#1464305#0,"After reading the great reviews, I invited a die-hard downtown friend of mine to join me at TASTE.",0,[],[],
11359613#884374#3,Not to sound too negative but be wary of the delivery.,1,['delivery'],['negative'],[-1]
35390182#756337#7,Feels like family when we go there.,0,[],[],
13383936#420974#1,"I found the food to be just as good as its owner, Da Silvano, just much less expensive.",2,"['food', 'owner']","['positive', 'positive']","[1, 1]"
11484031#1129679#3,They have homemade pastas of all kinds -- I recommend the gnocchi -- yum!,2,"['homemade pastas', 'gnocchi']","['positive', 'positive']","[1, 1]"
14336883#1094817#3,"My vegetable risotto was burnt, and infused totally in a burnt flavor.",2,"['vegetable risotto', 'flavor']","['negative', 'negative']","[-1, -1]"
35695422#1464305#1,What a pleasant surprise!,0,[],[],
32935729#785247#8,The main draw of this place is the price.,1,['price'],['positive'],[2]
35390148#588852#4,How can hope to stay in business with service like this?,1,['service'],['negative'],[-2]
32405935#675215#1,"But dinner here is never disappointing, even if the prices are a bit over the top.",2,"['dinner', 'prices']","['positive', 'negative']","[2, -1]"
32895093#418997#1,"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",4,"['sandwiches', 'soup', 'pizza', 'homemade sorbets']","['positive', 'positive', 'positive', 'positive']","[1, 1, 1, 2]"
35393630#1095759#1,"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts.",3,"['homemade Guacamole', 'entree', 'deserts']","['positive', 'positive', 'positive']","[1, 2, 3]"
11461396#699654#0,The sushi is reasonably priced and fresh.,2,"['sushi', 'priced']","['positive', 'positive']","[1, 1]"
32485393#1022496#1,"It's no-fuss, fast and delicious.",0,[],[],
35869867#649564#3,Save room for deserts - they're to die for.,1,['deserts'],['positive'],[3]
32408649#945413#2,Best things to order are from the grill (Churrasco and Ribs).,3,"['grill', 'Churrasco', 'Ribs']","['positive', 'positive', 'positive']","[3, 3, 3]"
35196520#758440#0,The traditional Italian items are great - cheap and served in a cozy setting.,3,"['traditional Italian items', 'setting', 'served']","['positive', 'positive', 'positive']","[2, 1, 1]"
33085669#409731#7,Whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.,2,"['iced blended mocha', 'hot white mocha']","['positive', 'positive']","[2, 2]"
33068909#1189415#1,last Tuesday for a late lunch with a friend.,1,['late lunch'],['neutral'],[0]
32891589#573560#3,It was delish and I didn't feel bad eating it.,0,[],[],
32894416#1193614#4,Another friend had to ask 3 times for parmesan cheese.,1,['parmesan cheese'],['neutral'],[0]
35177381#521555#1,"Our waitress had apparently never tried any of the food, and there was no one to recommend any wine.",3,"['waitress', 'food', 'wine']","['negative', 'neutral', 'neutral']","[-1, 0, 0]"
15094232#1295193#3,"The service was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you.",2,"['service', 'portions']","['negative', 'negative']","[-1, -1]"
11313431#524365#4,"No doubt the next time we want to go out for a special occasion or are entertaining guests from out of town, Spirit and Bateaux will be our destination.",0,[],[],
11538980#453602#2,i would recommend Jewel Bako if you want to feel like you were kicked in the groin and had to pay for it too.,0,[],[],
33071731#1007204#4,The unfortunate lady next to us thought she had ordered a salad (including asking for salad dressing) and was instead given a quesedilla.,3,"['salad', 'salad dressing', 'quesedilla']","['neutral', 'neutral', 'neutral']","[0, 0, 0]"
33069847#1306433#0,"El Nidos one of the best restaurants in New York which I've ever been to, has a great variety of tasty, mouth watering pizza's.",1,['pizza's'],['positive'],[3]
11302357#835238#1,"The service was pretty poor all around, the food was well below average relative to the cost, and outside there is a crazy bum who harasses every customer who leaves the place.",3,"['service', 'food', 'cost']","['negative', 'negative', 'negative']","[-1, -1, -1]"
35709451#1061726#4,Although I moved uptown I try to stop in as often as possible for the GREAT cheap food and to pay the friendly staff a visit.,2,"['food', 'staff']","['positive', 'positive']","[2, 2]"
35701425#1155856#4,I had to wait for my friend at the bar for a few minutes,1,['bar'],['neutral'],[0]
35816071#637243#1,"Chef Vincenzo, always there if you need him, is a real talent and a real Roman.",1,['Chef'],['positive'],[2]
33069536#707145#4,"If you're looking to taste some great Indian food and want good service, definitely visit Curry Leaf.",2,"['Indian food', 'service']","['positive', 'positive']","[2, 1]"
32935583#854234#1,"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",4,"['Odessa stew', 'Rabbit stew', 'salads', 'kompot']","['positive', 'positive', 'positive', 'positive']","[2, 2, 1, 2]"
36220672#1714981#2,My daughter and I left feeling satisfied (not stuffed) and it felt good to know we had a healthy lunch.,1,['lunch'],['positive'],[1]
11447227#436718#0,I'm almost tempted to give this place a bad review so I can keep the crowds away...been going there on and off for a year now and it's really my fave hang out in the city.,0,[],[],
33071731#1007204#5,"When she complained, the waitress said, Sorry.",1,['waitress'],['neutral'],[0]
35158451#1089920#4,The quality of the meat was on par with your local grocery store.,1,['quality of the meat'],['negative'],[-2]
32894966#1727613#2,They specialize in smoothies and fresh juices.,2,"['smoothies', 'fresh juices']","['positive', 'positive']","[2, 2]"
35714274#1076679#3,"It first came well done, and I politely sent it back.",0,[],[],
11351587#1488758#7,"I recommend the black roasted codfish, it was the best dish of the evening.",2,"['black roasted codfish', 'dish']","['positive', 'positive']","[2, 3]"
11359790#823900#3,The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we left and went some place else.,3,"['waiter', 'menu', 'manager']","['negative', 'neutral', 'neutral']","[-2, 0, 0]"
33068664#1164940#0,"In mi burrito, here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave taste.",2,"['taste', 'chicken']","['negative', 'negative']","[-2, -3]"
11624981#549489#10,"during busy hrs, i recommend that you make a reservation.",1,['reservation'],['neutral'],[0]
35759841#1360876#3,Don't waste your time or your money.,0,[],[],
32894267#698671#3,"it's good but, like the movie is never as good as the book, this is same analogy.",0,[],[],
11624981#549489#9,it was a very warm experience.,0,[],[],
35084984#412657#0,I went to Common Stock for brunch and I was so impressed.,1,['brunch'],['neutral'],[0]
33069925#747092#0,"now called nikki sushi, sushi is OK.",1,['sushi'],['neutral'],[0]
33069536#707145#2,The food is also outstanding and is served quite quickly.,2,"['food', 'served']","['positive', 'positive']","[1, 1]"
11351561#744321#1,I just have nothing to say about this place that is negative except that it's not a cheap night out...but it's SO worth it.,0,[],[],
35709337#1579632#1,"From the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care.",3,"['erbazzone emiliana', 'mostarda on the cheese plate', 'dishes']","['positive', 'positive', 'positive']","[1, 1, 1]"
33066089#490193#3,The food is delicious and the bar has a great vibe.,3,"['food', 'bar', 'vibe']","['positive', 'positive', 'positive']","[2, 1, 2]"
32894267#698671#1,expectations were real hi reading the '10's'.,0,[],[],
32892130#435512#2,There's candlelight and music.,2,"['candlelight', 'music']","['neutral', 'neutral']","[0, 0]"
32938828#1194079#0,It's nice to find a place that is open 24 hours (especially in downtown Brooklyn).,0,[],[],
32935729#785247#11,Simple healthy unglamorous food cheap.,1,['food'],['positive'],[2]
35869867#649564#0,"It was such a fantastic dining experience, that I returned again the same week.",1,['dining experience'],['positive'],[3]
11359613#884374#6,"To be fair, the food still is good and the service is quick and attentative even though its usually very busy.",2,"['food', 'service']","['positive', 'positive']","[1, 2]"
35700731#1595671#1,The place is absolutely adorable and the food is delicious.,2,"['place', 'food']","['positive', 'positive']","[2, 2]"
11558693#1436895#5,I ordered the Chicken Teriyaki and my husband got Garlic Shrimp.,2,"['Chicken Teriyaki', 'Garlic Shrimp']","['neutral', 'neutral']","[0, 0]"
11558693#1436895#0,I've had better Japanese food at a mall food court.,1,['Japanese food'],['negative'],[-1]
32894966#1727613#10,The staff members are extremely friendly and even replaced my drink once when I dropped it outside.,2,"['staff members', 'drink']","['positive', 'neutral']","[2, 0]"
11359717#1138929#0,Cool atmosphere but such a let down.,1,['atmosphere'],['positive'],[1]
32938222#1552119#3,"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat.",2,"['Sashimi portion', 'artifical lobster meat']","['positive', 'negative']","[3, -2]"
32891589#573560#1,They have wheat crusted pizza made with really fresh and yummy ingredients.,2,"['wheat crusted pizza', 'ingredients']","['positive', 'positive']","[1, 2]"
33070309#423221#0,"Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the service was pleasant and prompt.",3,"['dinner', 'food', 'service']","['positive', 'positive', 'positive']","[2, 3, 3]"
32936760#1397861#7,"the icing MADE this cake, it was fluffy, not ultra sweet, creamy and light.",1,['cake'],['positive'],[2]
32936760#1397861#5,"Finally let into the store 5 at a time, to buy expensive slices from a harried staff.",2,"['staff', 'slices']","['negative', 'negative']","[-1, -1]"
33085939#758010#1,We ended up having to just leave because we were essentially being ignored by the wait staff--even though the rest of the restaurant was largely empty.,1,['wait staff'],['negative'],[-3]
11351664#1238806#5,"The wine list is extensive, well priced and covers alot of regions.",2,"['wine list', 'priced']","['positive', 'positive']","[1, 3]"
33068890#423889#0,Go here if you want fresh and tasty salads of any type you can imagine.,1,['salads'],['positive'],[2]
36244423#1058258#4,Everything about this place is adorable - even the bathroom!,1,['bathroom'],['positive'],[2]
32893040#1716582#1,"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",5,"['delivers', 'food', 'prices', 'service', 'repast']","['positive', 'positive', 'positive', 'positive', 'positive']","[1, 2, 1, 1, 1]"
33070286#1133164#3,THEY HAVE WAITERS ON THE SIDEWALK TRYING TO PULL YOU IN WHICH MADE US SUSPICIOUS.,1,['WAITERS'],['neutral'],[0]
33070286#1133164#1,IT WAS OUR ONLY OPPORTUNITY TO VISIT AND WANTED AN AUTHENTIC ITALIAN MEAL.,1,['ITALIAN MEAL'],['neutral'],[0]
32897564#894393#0,It took 100 years for Parisi to get around to making pizza (at least I don't think they ever made it before this year)...but it was worth the wait.,1,['pizza'],['positive'],[2]
35714274#1076679#2,I asked for a simple medium rare steak.,1,['steak'],['neutral'],[0]
35509422#0#3,"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets goat cheese and walnuts--are equally scrumptious.",4,"['organic grilled burgers', 'dish', 'Jerusalem market-style falafel wraps', 'Mediterranean salads--layered with beets, goat cheese and walnuts']","['positive', 'positive', 'positive', 'positive']","[3, 3, 2, 2]"
11302357#835238#3,"Probably my worst dining experience in new york, and I'm a former waiter so I know what I'm talking about.",2,"['dining experience', 'waiter']","['negative', 'neutral']","[-3, 0]"
32936760#1397861#6,"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa.",2,"['texture', 'hint of cocoa']","['positive', 'positive']","[2, 2]"
